Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Order Quantity,Sub Total,Discount%,Discount $,Order Total,Shipping Cost,Total
6365-1,16/8/7,Maureen Gastineau,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Airmail Envelopes,Office Supplies,Small Box,Regular Air,2016-08-08,52.04,83.93,37,3105.41,3,93.16,3105.38,19.99,3125.37
5699-1,14/11/26,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2014-11-28,8.31,15.98,5,79.90,8,6.39,79.82,6.50,86.32
5911-1,15/5/24,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2015-05-25,0.90,2.10,17,35.70,9,3.21,35.61,0.70,36.31
5955-1,15/6/28,Max Engle,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,2015-06-29,6.51,30.98,6,185.88,1,1.86,185.87,6.50,192.37
5741-1,15/1/10,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2015-01-12,13.88,22.38,50,1119.00,7,78.33,1118.93,15.10,1134.03
5752-1,15/1/13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2015-01-15,0.90,2.10,34,71.40,2,1.43,71.38,0.70,72.08
5235-1,13/9/4,Max Ludwig,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2013-09-09,3.84,6.30,39,245.70,10,24.57,245.60,0.50,246.10
6044-1,15/8/30,Maxwell Schwartz,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Medium,600 Series Flip,Technology,Small Box,Regular Air,2015-09-01,41.28,95.99,26,2495.74,2,49.91,2495.72,8.99,2504.71
5324-1,13/11/29,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Emerson C82 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,2013-12-01,76.79,119.99,8,959.92,9,86.39,959.83,14.00,973.83
5754-1,15/1/14,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2015-01-15,13.88,22.38,39,872.82,7,61.10,872.75,15.10,887.85
6055-1,15/9/4,Meg Tillman,"531 King St,Newtown",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015-09-07,3.84,6.30,40,252.00,4,10.08,251.96,0.50,252.46
5504-1,14/5/29,Melanie Page,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2014-05-29,4.79,11.97,46,550.62,7,38.54,550.55,5.81,556.36
5928-1,15/6/8,Michael Chen,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Consumer,Samantha Chairs,Critical,300 Series Non-Flip,Technology,Small Box,Regular Air,2015-06-10,62.40,155.99,21,3275.79,8,262.06,3275.71,8.08,3283.79
5039-1,13/3/15,Michael Grace,"402 Argyle St,Moss Vale",Sydney,NSW,Corporate,Natasha Song,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-03-16,4.59,7.28,22,160.16,1,1.60,160.15,11.15,171.30
5254-1,13/9/27,Michael Grace,"402 Argyle St,Moss Vale",Sydney,NSW,Corporate,Natasha Song,Low,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Regular Air,2013-10-02,22.18,54.10,19,1027.90,10,102.79,1027.80,19.99,1047.79
5241-1,13/9/12,Michael Granlund,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,TechSavi Cordless Navigator Duo,Technology,Small Box,Regular Air,2013-09-14,42.11,80.98,34,2753.32,7,192.73,2753.25,7.18,2760.43
6234-1,16/3/20,Michael Kennedy,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2016-03-22,2.90,4.76,23,109.48,5,5.47,109.43,0.88,110.31
5393-1,14/1/29,Michael Nguyen,"48 Albion St,Surry Hills",Sydney,NSW,Small Business,Natasha Song,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2014-02-01,54.29,90.48,27,2442.96,0,0.00,2442.96,19.99,2462.95
5997-1,15/7/27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,Express Air,2015-07-31,0.93,1.48,37,54.76,4,2.19,54.72,0.70,55.42
5997-2,15/7/27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,2015-08-01,11.11,19.84,28,555.52,8,44.44,555.44,4.10,559.54
5732-1,15/1/1,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Pack,Regular Air,2015-01-03,2.87,6.84,35,239.40,1,2.39,239.39,4.42,243.81
6081-1,15/9/29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,Binder Posts,Office Supplies,Small Box,Express Air,2015-09-30,3.50,5.74,26,149.24,3,4.48,149.21,5.01,154.22
6116-1,15/11/12,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,2015-11-14,4.19,10.23,46,470.58,8,37.65,470.50,4.68,475.18
5446-1,14/3/19,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2014-03-21,2.26,3.58,39,139.62,0,0.00,139.62,5.47,145.09
5845-1,15/4/4,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,2015-04-05,2.59,3.98,2,7.96,4,0.32,7.92,2.97,10.89
6495-1,16/11/17,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2016-11-19,13.64,20.98,42,881.16,10,88.12,881.06,1.49,882.55
6361-1,16/8/3,Michael Stewart,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2016-08-04,4.79,11.97,49,586.53,9,52.79,586.44,5.81,592.25
6367-1,16/8/8,Michelle Arnett,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-08-09,2.45,3.89,18,70.02,4,2.80,69.98,7.01,76.99
5956-1,15/6/29,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-07-03,1.84,2.88,49,141.12,1,1.41,141.11,0.99,142.10
6356-1,16/7/27,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,Critical,HFX 610 Color Digital Copier / Printer,Technology,Large Box,Regular Air,2016-07-29,269.99,449.99,3,1349.97,6,81.00,1349.91,24.49,1374.40
5886-1,15/5/6,Michelle Lonsdale,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2015-05-08,13.88,22.38,45,1007.10,5,50.36,1007.05,15.10,1022.15
5485-1,14/5/8,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Low,Economy Binders,Office Supplies,Small Box,Regular Air,2014-05-12,1.33,2.08,40,83.20,0,0.00,83.20,1.49,84.69
5797-1,15/2/12,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Low,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,2015-02-12,5.19,12.98,50,649.00,8,51.92,648.92,3.14,652.06
6287-1,16/5/8,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Low,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2016-05-12,1.95,3.98,27,107.46,6,6.45,107.40,0.83,108.23
5476-1,14/5/2,Michelle Tran,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Express Air,2014-05-03,7.13,20.98,14,293.72,10,29.37,293.62,5.42,299.04
5045-1,13/3/26,Mick Brown,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,UGen RF Keyboard,Technology,Small Box,Regular Air,2013-03-28,81.59,159.99,30,4799.70,1,48.00,4799.69,5.50,4805.19
5248-1,13/9/22,Mick Crebagga,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,2013-09-24,0.94,2.08,43,89.44,5,4.47,89.39,2.56,91.95
5547-1,14/7/4,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2014-07-06,3.32,5.18,43,222.74,3,6.68,222.71,2.04,224.75
5671-1,14/10/27,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,2014-10-31,2.16,3.85,10,38.50,6,2.31,38.44,0.70,39.14
5913-1,15/5/24,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-05-28,3.75,7.08,49,346.92,0,0.00,346.92,2.35,349.27
5461-1,14/4/7,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2014-04-07,0.24,1.26,35,44.10,9,3.97,44.01,0.70,44.71
5715-1,14/12/13,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2014-12-15,4.59,7.28,36,262.08,5,13.10,262.03,11.15,273.18
5842-1,15/3/30,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,2015-04-01,54.52,100.97,13,1312.61,6,78.76,1312.55,7.18,1319.73
5906-1,15/5/20,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2015-05-23,1.84,2.88,26,74.88,8,5.99,74.80,1.49,76.29
5974-1,15/7/16,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-07-20,0.92,1.81,48,86.88,2,1.74,86.86,1.56,88.42
6418-1,16/9/26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,Regular Air,2016-10-05,21.97,35.44,44,1559.36,1,15.59,1559.35,4.92,1564.27
5119-1,13/6/4,Mike Vittorini,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,2013-06-06,1.76,3.38,34,114.92,7,8.04,114.85,0.85,115.70
5152-1,13/6/30,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2013-07-04,6.39,19.98,19,379.62,8,30.37,379.54,4.00,383.54
6109-1,15/11/6,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-11-13,54.29,90.48,49,4433.52,5,221.68,4433.47,19.99,4453.46
5158-1,13/7/3,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,2013-07-05,16.85,27.18,34,924.12,10,92.41,924.02,8.23,932.25
6068-1,15/9/16,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,Express Air,2015-09-21,3.51,8.57,49,419.93,1,4.20,419.92,6.14,426.06
5546-1,14/6/30,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2014-07-03,8.92,29.74,4,118.96,5,5.95,118.91,6.64,125.55
6228-1,16/3/17,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-03-20,0.24,1.26,47,59.22,7,4.15,59.15,0.70,59.85
6530-1,16/12/15,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Aluminum Document Frame,Furniture,Small Pack,Express Air,2016-12-24,5.50,12.22,17,207.74,1,2.08,207.73,2.85,210.58
5897-1,15/5/17,Muhammed MacIntyre,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2015-05-18,3.88,6.47,7,45.29,2,0.91,45.27,1.22,46.49
5020-1,13/2/14,Muhammed Yedwab,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2013-02-15,0.90,2.10,17,35.70,3,1.07,35.67,0.70,36.37
6548-1,17/1/4,Muhammed Yedwab,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2017-01-05,1.84,2.88,26,74.88,1,0.75,74.87,0.99,75.86
5226-1,13/8/29,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,2013-09-03,60.59,100.98,12,1211.76,4,48.47,1211.72,7.18,1218.90
5227-1,13/8/30,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Express Air,2013-09-01,2.45,3.89,32,124.48,9,11.20,124.39,7.01,131.40
6058-1,15/9/7,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2015-09-09,4.79,11.97,48,574.56,2,11.49,574.54,5.81,580.35
6070-1,15/9/17,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2015-09-17,1.82,2.98,3,8.94,4,0.36,8.90,1.58,10.48
6433-1,16/10/13,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,Regular Air,2016-10-18,16.85,27.18,38,1032.84,1,10.33,1032.83,8.23,1041.06
5064-1,13/5/2,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,Regular Air,2013-05-03,8.71,14.28,42,599.76,10,59.98,599.66,2.99,602.65
5093-1,13/5/19,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-05-20,3.75,7.08,29,205.32,4,8.21,205.28,2.35,207.63
5375-1,14/1/14,Nat Gilpin,"274 Canley Vale Rd,Canley Heights",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Express Air,2014-01-16,3.40,5.40,14,75.60,9,6.80,75.51,7.78,83.29
5034-1,13/2/26,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Corporate,Phoebe Gour,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,2013-02-26,36.02,58.10,50,2905.00,5,145.25,2904.95,1.49,2906.44
5827-1,15/3/17,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Consumer,Phoebe Gour,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015-03-19,21.56,36.55,2,73.10,3,2.19,73.07,13.89,86.96
6397-1,16/9/14,Nathan Gelder,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016-09-16,1.76,2.94,26,76.44,3,2.29,76.41,0.81,77.22
5625-1,14/9/23,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,DrawIt Colored Pencils,Office Supplies,Wrap Bag,Express Air,2014-09-25,4.37,9.11,48,437.28,6,26.24,437.22,2.25,439.47
5641-1,14/10/3,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2014-10-05,0.71,1.14,4,4.56,0,0.00,4.56,0.70,5.26
5927-1,15/6/1,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,2015-06-06,4.19,10.23,35,358.05,1,3.58,358.04,4.68,362.72
5224-1,13/8/28,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-08-29,1.94,3.08,45,138.60,4,5.54,138.56,0.99,139.55
5982-1,15/7/20,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Critical,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,Regular Air,2015-07-23,4.10,9.31,26,242.06,6,14.52,242.00,3.98,245.98
5120-1,13/6/5,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Arch Ring Binders,Office Supplies,Small Box,Express Air,2013-06-07,36.02,58.10,10,581.00,9,52.29,580.91,1.49,582.40
5263-1,13/10/5,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,Economy Binders,Office Supplies,Small Box,Regular Air,2013-10-07,1.33,2.08,16,33.28,4,1.33,33.24,1.49,34.73
6330-1,16/6/15,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Express Air,2016-06-17,0.90,2.10,31,65.10,8,5.21,65.02,0.70,65.72
6238-1,16/3/26,Nick Crebassa,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-03-28,2.50,5.68,45,255.60,1,2.56,255.59,3.60,259.19
5193-1,13/7/29,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-07-30,1.94,3.08,38,117.04,4,4.68,117.00,0.99,117.99
5369-1,14/1/10,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Express Air,2014-01-11,56.16,136.98,18,2465.64,2,49.31,2465.62,24.49,2490.11
5815-1,15/3/3,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,High,Lumi Crayons,Office Supplies,Wrap Bag,Regular Air,2015-03-04,5.22,9.85,41,403.85,5,20.19,403.80,4.82,408.62
6172-1,16/1/18,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2016-01-20,8.31,15.98,4,63.92,9,5.75,63.83,6.50,70.33
6358-1,16/7/28,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-07-30,13.88,22.38,18,402.84,5,20.14,402.79,15.10,417.89
6447-1,16/10/23,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2016-10-25,8.82,20.99,17,356.83,0,0.00,356.83,4.81,361.64
5696-1,14/11/23,Nicole Hansen,"184 King Street,Newtown",Sydney,NSW,Small Business,Charlie Bui,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Express Air,2014-11-26,8.92,29.74,34,1011.16,9,91.00,1011.07,6.64,1017.71
5055-1,13/4/27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,High,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Express Air,2013-04-28,7.61,12.28,29,356.12,0,0.00,356.12,6.35,362.47
6183-1,16/1/28,Noel Staavos,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,2016-01-30,2.59,3.98,41,163.18,10,16.32,163.08,2.97,166.05
6025-1,15/8/14,Nona Balk,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-08-16,3.75,7.08,48,339.84,3,10.20,339.81,2.35,342.16
5128-1,13/6/10,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2013-06-12,2.52,4.00,39,156.00,8,12.48,155.92,1.30,157.22
5536-1,14/6/25,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2014-06-25,16.80,40.97,47,1925.59,6,115.54,1925.53,8.99,1934.52
6006-1,15/8/2,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Technology,Large Box,Regular Air,2015-08-04,216.00,449.99,29,13049.71,0,0.00,13049.71,24.49,13074.20
6029-1,15/8/21,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2015-08-23,2.18,3.52,38,133.76,9,12.04,133.67,6.83,140.50
6014-1,15/8/10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Alto 3-Hole Punch,Office Supplies,Small Box,Regular Air,2015-08-11,2.76,4.38,24,105.12,2,2.10,105.10,6.21,111.31
6014-2,15/8/10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,Regular Air,2015-08-13,4.10,9.31,30,279.30,3,8.38,279.27,3.98,283.25
6403-1,16/9/18,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2016-09-20,5.33,8.60,2,17.20,3,0.52,17.17,6.19,23.36
6403-2,16/9/18,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,2016-09-19,67.73,165.20,10,1652.00,8,132.16,1651.92,19.99,1671.91
